,send package
2023-05-14 00:00:00+00:00,47.26878086419753
2023-05-21 00:00:00+00:00,66.89193376068376
2023-05-28 00:00:00+00:00,39.142095959595956
2023-06-04 00:00:00+00:00,28.397168458781362
2023-06-11 00:00:00+00:00,33.74034090909091
2023-06-18 00:00:00+00:00,35.51780423280424
2023-06-25 00:00:00+00:00,39.30126811594203
2023-07-02 00:00:00+00:00,44.9024279835391
2023-07-09 00:00:00+00:00,29.59917824074074
2023-07-16 00:00:00+00:00,27.702555555555556
2023-07-23 00:00:00+00:00,42.360033333333334
2023-07-30 00:00:00+00:00,31.473777777777777
2023-08-06 00:00:00+00:00,40.701812865497075
2023-08-13 00:00:00+00:00,36.11366959064327
2023-08-20 00:00:00+00:00,50.79849206349207
2023-08-27 00:00:00+00:00,40.892575757575756
2023-09-03 00:00:00+00:00,45.09122605363985
2023-09-10 00:00:00+00:00,32.56737962962963
2023-09-17 00:00:00+00:00,30.600519713261647
2023-09-24 00:00:00+00:00,32.12687777777778
2023-10-01 00:00:00+00:00,39.982958333333336
2023-10-08 00:00:00+00:00,40.8644696969697
2023-10-15 00:00:00+00:00,37.20167874396135
2023-10-22 00:00:00+00:00,32.525239898989895
2023-10-29 00:00:00+00:00,36.492850241545895
2023-11-05 00:00:00+00:00,52.985476190476184
2023-11-12 00:00:00+00:00,39.82347777777778
2023-11-19 00:00:00+00:00,31.873333333333335
2023-11-26 00:00:00+00:00,30.484933333333334
2023-12-03 00:00:00+00:00,31.778560606060605
2023-12-10 00:00:00+00:00,34.79221111111111
2023-12-17 00:00:00+00:00,41.68191358024691
2023-12-24 00:00:00+00:00,39.065026881720435
2023-12-31 00:00:00+00:00,28.78294191919192
2024-01-07 00:00:00+00:00,25.727729468599033
2024-01-14 00:00:00+00:00,48.06032407407407
2024-01-21 00:00:00+00:00,33.906521164021164
2024-01-28 00:00:00+00:00,33.437689393939394
2024-02-04 00:00:00+00:00,28.822055555555558
2024-02-11 00:00:00+00:00,46.10526455026455
2024-02-18 00:00:00+00:00,52.58960526315789
2024-02-25 00:00:00+00:00,36.43051587301587
2024-03-03 00:00:00+00:00,41.314431818181816
2024-03-10 00:00:00+00:00,33.95275462962963
2024-03-17 00:00:00+00:00,41.204927536231885
2024-03-24 00:00:00+00:00,40.30353632478632
